11,amcquito
11,asi
11,bajo
11,bancopichincha
11,camino
11,carlospaezperez
11,cierto
11,comer
11,comida
11,compartiendo
11,compartir
11,correcto
11,cuanto
11,davilaaurelio
11,dia
11,diciembre
11,dormir
11,economista
11,ejemplo
11,frío
11,ganó
11,gol
11,gusto
11,hablar
11,internacional
11,jugar
11,juicio
11,laradioredonda
11,llega
11,llegar
11,lleno
11,llorar
11,millones
11,momentos
11,necesita
11,pelagatos
11,querido
11,razones
11,regalo
11,saben
11,sabes
11,tema
11,temblor
11,ufcxfox
11,uio
11,viejo
11,visto
11,xavierozevallos
12,adoptaunbache
12,alma
12,apcoloma
12,arturom
12,aún
12,cerca
12,contigo
12,copa
12,cosa
12,diegoarcos
12,disfruta
12,estimado
12,evoespueblo
12,ex
12,hecho
12,herediacarla
12,importante
12,josevicalderon
12,liga
12,manera
12,mujeres
12,nono
12,pasar
12,podemos
12,primer
12,quiere
12,quitovigila
12,quién
12,seca
12,semana
12,serio
12,sigue
12,sol
12,sr
12,tomar
12,venezuela
12,violencia
12,vivo
12,voz
13,amdycc
13,bendiciones
13,carlosverareal
13,carlosvives
13,casi
13,csemelec
13,cualquier
13,cumpleaños
13,dan
13,deben
13,dólares
13,emaseoquito
13,empieza
13,espero
13,felicidades
13,fiesta
13,habla
13,linda
13,lugar
13,medios
13,mesa
13,miedo
13,mierda
13,peor
13,ppsesa
13,problemas
13,pues
13,rafael
13,redes
13,saludec
13,siendo
13,suerte
13,topshowsecuador
13,vas
13,video
13,vivir
14,acá
14,basura
14,cne
14,dar
14,ecuatoriano
14,elecciones
14,francia
14,guayas
14,historia
14,l
14,leer
14,listo
14,martinminguchi
14,mismos
14,mujer
14,partido
14,paz
14,política
14,primero
14,ramirogarciaf
14,saber
14,salir
14,seguir
14,sur
14,ud
14,vergenza
14,vi
15,aguschmer
15,algún
15,campeón
15,carlos
15,cena
15,chitoveraufc
15,chulla
15,club
15,cuenca
15,dinero
15,electoral
15,entonces
15,felicidad
15,lado
15,lindo
15,luego
15,mes
15,mientras
15,misma
15,mucha
15,p
15,pais
15,persona
15,poder
15,problema
15,programa
15,servicio
15,viernes
16,alexismoncayo
16,amo
16,claro
16,corrupción
16,dejar
16,ecuatorianos
16,eluniversocom
16,emelec
16,febrero
16,h
16,ojalá
16,pena
16,político
16,sino
16,ven
16,único
17,buenas
17,campaña
17,derecho
17,falta
17,hermosa
17,hizo
17,muchas
17,nivel
17,odio
17,parece
17,pasado
17,puedes
17,sé
17,tal
17,vuelta
17,vía
18,abrazo
18,asamblea
18,buenos
18,caso
18,corazón
18,excelente
18,gusta
18,junto
18,lalolaura
18,lluvia
18,loco
18,marca
18,mira
18,moreno
18,mvespinosas
18,nueva
18,preguntas
18,primera
18,sector
18,sólo
18,ve
19,agua
19,izackx
19,mejores
19,nocheamarilla
19,puedo
19,punto
19,san
19,último
20,alcalde
20,ayer
20,dicen
20,enero
20,entiendo
20,estadio
20,gana
20,hacen
20,jaja
20,pana
20,pasa
20,razón
20,show
20,tipo
20,van
20,veo
21,amigo
21,igual
21,norte
21,queda
21,regranned
21,señor
21,todas
21,ustedes
21,vaya
21,votar
22,centro
22,consultapopular
22,cuenta
22,nadie
22,paso
22,sabe
23,ahí
23,aquitodosec
23,canción
23,from
23,hora
23,in
23,parte
23,s
23,voy
23,wendybarreiro
24,amtquito
24,domingo
24,horas
24,obrasquito
24,sido
25,acuerdo
25,jajajajaja
25,saludos
26,cómo
26,grande
26,ir
26,popular
26,usted
27,cara
27,ciudad
27,felipnajera
27,fútbol
27,hola
27,pichincha
27,tener
28,cosas
28,municipioquito
28,nacional
28,verdad
28,x
29,cnegobec
29,creo
29,momento
29,salud
30,cscoronelc
30,ley
30,pueblo
30,resultados
31,aquí
31,buena
31,dice
31,equipo
31,pregunta
32,dianasierrap
32,publicar
33,da
33,después
33,dilena
33,vamos
35,dios
35,veces
36,alguien
36,gobierno
36,gran
36,jajajajajajajaja
37,buen
37,fin
37,toda
37,trabajo
38,amigos
38,dos
38,personas
39,acaba
39,debe
39,decir
40,familia
40,voto
41,hacer
42,ja
42,mal
43,mismo
43,noche
44,amor
44,bueno
44,días
44,mas
44,mundo
45,fabriciovelav
45,mauriciorodasec
45,nunca
45,puede
46,tiempo
47,casa
47,mañana
47,quiero
48,cada
48,favor
48,tan
48,vez
49,hace
49,presidente
50,correa
51,menos
51,nuevo
51,va
52,mercurioec
52,país
53,foto
54,jajajaja
54,navidad
57,jajaja
60,consulta
61,d
64,años
66,ver
69,gente
80,bien
80,guayaquil
83,día
83,vida
86,hoy
87,ser
87,solo
89,así
92,mejor
93,siempre
97,ahora
101,gracias
125,feliz
141,mashirafael
143,lenin
161,año
221,ecuador
229,quito
237,q
295,si
3196,
